house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
1 BHK House for Rent in Lado Sarai New Delhi,Lado Sarai,New Delhi,500.0,1,1,0,Semi-Furnished,14.0,7000.0
"3 BHK Flat for Rent in Seegehalli, Bangalore",Seegehalli,Bangalore,200.0,3,2,2,Furnished,210.0,42000.0
"1 BHK Flat for Rent in DDA Flats, Jasola Vihar, New Delhi",Jasola Vihar,New Delhi,610.0,1,1,2,Semi-Furnished,25.0,15000.0
"3 BHK Flat for Rent in NIBM Annexe Area, Pune",NIBM Annexe,Pune,900.0,3,2,3,Unfurnished,30.0,26750.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1900.0,3,4,2,Unfurnished,42.0,80000.0
"2 BHK Flat for Rent in Sunteck Maxx World, Naigaon East, Mumbai",Naigaon East,Mumbai,850.0,2,2,0,Unfurnished,20.0,17000.0
"2 BHK Flat for Rent in Mohan Garden Razapur Khurd, New Delhi",Mohan Garden,New Delhi,540.0,2,1,0,Unfurnished,18.0,9500.0
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1000.0,3,3,0,Semi-Furnished,40.0,40000.0
"3 BHK Flat for Rent in Rustomjee Oriana, Bandra East, Mumbai",Bandra East,Mumbai,1700.0,3,4,0,Furnished,191.0,330000.0
"2 BHK Flat for Rent in Vasant Oasis, Marol, Mumbai",Marol,Mumbai,703.0,2,2,0,Semi-Furnished,100.0,69999.0
"2 BHK Flat for Rent in DP Star, Bhandup Village Road, Mumbai",Bhandup Village Road,Mumbai,600.0,2,2,0,Unfurnished,63.0,38000.0
"2 BHK Flat for Rent in Nyati Elan West I, Wagholi, Pune",Wagholi,Pune,780.0,2,2,0,Semi-Furnished,26.0,20000.0
"1 BHK Flat for Rent in Dahisar East, Mumbai",Dahisar East,Mumbai,400.0,1,1,0,Unfurnished,38.0,15000.0
"1 BHK House for Rent in Vyalikaval, Malleshwaram Bangalore",Vyalikaval,Bangalore,330.0,1,1,0,Unfurnished,36.0,12000.0
1 BHK House for Rent in Wagholi Pune,Wagholi,Pune,300.0,1,1,0,Unfurnished,12.0,3500.0
"3 BHK Flat for Rent in Oberoi Sky City, Dattapada, Mumbai",Dattapada,Mumbai,1250.0,3,3,0,Semi-Furnished,76.0,95000.0
"2 BHK Flat for Rent in Bangur Nagar, Mumbai",Bangur Nagar,Mumbai,610.0,2,2,0,Semi-Furnished,79.0,48000.0
"3 BHK Flat for Rent in Aundh, Pune",Aundh,Pune,1000.0,3,2,0,Unfurnished,26.0,26000.0
"2 BHK Flat for Rent in RWA Pamposh Enclave, Pamposh Enclave, Greater Kailash, New Delhi",Pamposh Enclave,New Delhi,2800.0,2,2,0,Unfurnished,21.0,60000.0
"1 BHK Flat for Rent in Shivtej Apartment, Sangvi, Pimpri Chinchwad, Pune",Sangvi,Pune,650.0,1,1,0,Unfurnished,22.0,14000.0
"2 BHK Flat for Rent in Sapphire, Chembur, Mumbai",Chembur,Mumbai,650.0,2,2,0,Unfurnished,62.0,40000.0
"2 BHK Flat for Rent in Yellow Blossoms, Ghorpadi Road, Pune",Ghorpadi Road,Pune,760.0,2,2,2,Furnished,46.0,35000.0
4 BHK Villa for Rent in Sarjapur Road Bangalore,Sarjapur Road,Bangalore,3430.0,4,3,2,Semi-Furnished,22.0,75000.0
"2 BHK Flat for Rent in Paschim Vihar, New Delhi",Paschim Vihar,New Delhi,45.0,2,1,0,Furnished,222.0,10000.0
1 BHK House for Rent in Janakpuri New Delhi,Janakpuri,New Delhi,600.0,1,1,0,Furnished,37.0,22000.0
"2 BHK Flat for Rent in Platinum Life, Andheri West, Mumbai",Andheri West,Mumbai,665.0,2,2,0,Semi-Furnished,108.0,72000.0
"1 BHK Flat for Rent in Magarpatta Madhuvan, Hadapsar, Pune",Hadapsar,Pune,345.0,1,1,0,Unfurnished,29.0,10000.0
"1 BHK Flat for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",Moti Nagar,New Delhi,367.0,1,1,0,Furnished,63.0,23000.0
"2 BHK Flat for Rent in Venkateshwara Mirabel, Baner, Pune",Baner,Pune,950.0,2,2,2,Unfurnished,40.0,38000.0
1 BHK House for Rent in Sector 5 Rohini New Delhi,Sector 5 Rohini,New Delhi,450.0,1,1,0,Furnished,31.0,14000.0
"4 BHK Flat for Rent in Panchshil The Address, Bund Garden, Sangamvadi, Pune",Bund Garden,Pune,4300.0,4,5,2,Furnished,80.0,350000.0
2 BHK House for Rent in Krishnarajapura Bangalore,KR Puram,Bangalore,1000.0,2,1,0,Semi-Furnished,15.0,15000.0
"3 BHK Flat for Rent in Panchshil Towers, Kharadi, Pune",Kharadi,Pune,2200.0,3,3,3,Unfurnished,43.0,95000.0
4 BHK House for Rent in Vijayanagar Bangalore,Vijayanagar,Bangalore,2250.0,4,3,0,Unfurnished,13.0,30000.0
"4 BHK Flat for Rent in Paranjape Blue Ridge, Phase 1 Hinjewadi Rajiv Gandhi Infotech Park, Pune",Hinjewadi Phase 1,Pune,1900.0,4,4,3,Furnished,29.0,55000.0
"1 BHK Flat for Rent in Saket, New Delhi",Saket,New Delhi,420.0,1,1,0,Semi-Furnished,36.0,15000.0
3 BHK House for Rent in Defence Colony New Delhi,Defence Colony,New Delhi,2200.0,3,4,3,Furnished,127.0,280000.0
"3 BHK Flat for Rent in Swavlambi Nagar, Nagpur",Swavlambi Nagar,Nagpur,1800.0,3,3,4,Furnished,33.0,59999.0
"2 BHK Flat for Rent in Park Express, Balewadi, Pune",Balewadi,Pune,750.0,2,2,0,Unfurnished,48.0,36000.0
"1 BHK Flat for Rent in Aundh, Pune",Aundh,Pune,500.0,1,1,0,Unfurnished,36.0,18000.0
"2 BHK Flat for Rent in Yelahanka, Bangalore",Yelahanka,Bangalore,1322.0,2,2,2,Semi-Furnished,30.0,40000.0
"2 BHK Flat for Rent in Lodha Primo, Parel, Mumbai",Parel,Mumbai,740.0,2,2,0,Semi-Furnished,189.0,140000.0
"1 BHK Flat for Rent in Pratik Apartment A, Dhayari, Pune",Dhayari,Pune,500.0,1,1,0,Unfurnished,20.0,9900.0
"2 BHK Flat for Rent in Shree Ganesh Heights, Dhanori, Pune",Dhanori,Pune,902.0,2,2,0,Semi-Furnished,39.0,35000.0
5 BHK Villa for Rent in Gunjur Bangalore,Gunjur,Bangalore,7830.0,5,7,5,Semi-Furnished,36.0,280000.0
"4 BHK Flat for Rent in Sorrento, Veera Desai Industrial Estate, Mumbai",Veera Desai Industrial Estate,Mumbai,1450.0,4,4,0,Furnished,97.0,140000.0
"2 BHK Flat for Rent in Vaishali Nagar, Nagpur",Vaishali Nagar,Nagpur,700.0,2,2,2,Semi-Furnished,11.0,8000.0
"2 BHK Flat for Rent in Electronic City, Bangalore",Electronic City,Bangalore,1650.0,2,2,0,Furnished,9.0,15000.0
"2 BHK Flat for Rent in Ghatkopar East, Mumbai",Ghatkopar East,Mumbai,650.0,2,2,0,Semi-Furnished,62.0,40000.0
"3 BHK Flat for Rent in Godrej Rejuve, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,1100.0,3,3,3,Unfurnished,34.0,37000.0
"2 BHK Flat for Rent in Sunflower Apartments, NIBM Road, Pune",NIBM Road,Pune,1200.0,2,2,3,Semi-Furnished,18.0,22000.0
"2 BHK Flat for Rent in Chikkabanavara, Bangalore",Chikkabanavara,Bangalore,1169.0,2,2,0,Unfurnished,17.0,20000.0
"3 BHK Flat for Rent in Kadugodi, Bangalore",Kadugodi,Bangalore,1590.0,3,3,0,Semi-Furnished,31.0,50000.0
"2 BHK Flat for Rent in Malad East, Mumbai",Malad East,Mumbai,750.0,2,2,0,Semi-Furnished,60.0,45000.0
"2 BHK Flat for Rent in Amit Colori Phase II, Undri, Pune",Undri,Pune,750.0,2,2,0,Semi-Furnished,21.0,16000.0
1 BHK House for Rent in Mira Road Mumbai,Mira Road,Mumbai,400.0,1,1,0,Unfurnished,26.0,10500.0
2 BHK House for Rent in Manewada Nagpur,Manewada,Nagpur,700.0,2,2,0,Semi-Furnished,9.0,6000.0
"3 BHK Flat for Rent in Godrej The Trees, Vikhroli East, Mumbai",Vikhroli East,Mumbai,1250.0,3,3,2,Semi-Furnished,92.0,120000.0
"5 BHK Villa for Rent in Kundalahalli, Brookefield Bangalore",Kundalahalli,Bangalore,6000.0,5,3,3,Furnished,33.0,200000.0
"1 BHK Flat for Rent in Narendra Nagar, Nagpur",Narendra Nagar,Nagpur,400.0,1,1,0,Unfurnished,16.0,6500.0
"2 BHK Flat for Rent in Khamla, Nagpur",Khamla,Nagpur,1000.0,2,2,0,Semi-Furnished,16.0,16000.0
"3 BHK Flat for Rent in Punjabi Bagh, New Delhi",Punjabi Bagh,New Delhi,1800.0,3,3,0,Semi-Furnished,31.0,55000.0
"3 BHK Flat for Rent in Chokkanahalli, Thanisandra Main Road, Bangalore",Chokkanahalli,Bangalore,1470.0,3,3,2,Semi-Furnished,14.0,20000.0
"1 BHK Flat for Rent in Prabhat Kiran CHS, Jijamata Road, Mumbai",Jijamata Road,Mumbai,600.0,1,2,2,Semi-Furnished,75.0,45000.0
2 BHK House for Rent in Mudalapalya Bangalore,Moodalapalya,Bangalore,900.0,2,2,0,Semi-Furnished,16.0,14000.0
"1 BHK Flat for Rent in Kanakia Sevens, Andheri East, Mumbai",Andheri East,Mumbai,821.0,1,2,0,Semi-Furnished,67.0,55000.0
"3 BHK Flat for Rent in Oberoi Sky City, Borivali East, Mumbai",Borivali East,Mumbai,1132.0,3,3,0,Semi-Furnished,97.0,110000.0
"2 BHK Flat for Rent in Dwarka Mor, New Delhi",Dwarka Mor,New Delhi,650.0,2,1,0,Semi-Furnished,14.0,9000.0
"1 BHK Flat for Rent in Lok Vihar Apartment, Vikaspuri, New Delhi",Vikaspuri,New Delhi,300.0,1,1,0,Semi-Furnished,27.0,8000.0
1 BHK House for Rent in Vikhroli East Mumbai,Vikhroli East,Mumbai,620.0,1,1,0,Semi-Furnished,31.0,19000.0
"1 BHK Flat for Rent in South Extension 1, New Delhi",South Extension 1,New Delhi,550.0,1,1,0,Unfurnished,27.0,15000.0
"3 BHK Flat for Rent in Girgaon, Mumbai",Girgaon,Mumbai,1500.0,3,3,0,Furnished,107.0,160000.0
"2 BHK Flat for Rent in Jawahar Nagar, Kamla Nagar, New Delhi",Jawahar Nagar,New Delhi,400.0,2,2,2,Unfurnished,80.0,32000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1000.0,3,2,2,Semi-Furnished,65.0,65000.0
2 BHK House for Rent in Wadgaon Sheri Pune,Wadgaon Sheri,Pune,600.0,2,1,0,Unfurnished,17.0,10000.0
"3 BHK Flat for Rent in Oberoi Sky City, Borivali East, Mumbai",Borivali East,Mumbai,1400.0,3,3,0,Unfurnished,86.0,120000.0
"2 BHK Flat for Rent in Royal Palms, Goregaon East, Mumbai",Goregaon East,Mumbai,764.0,2,2,3,Furnished,63.0,48000.0
"1 BHK Flat for Rent in Bawana, New Delhi",Bawana,New Delhi,450.0,1,1,0,Unfurnished,9.0,4000.0
"2 BHK Flat for Rent in Rose Icon, Pimple Saudagar, Pimpri Chinchwad, Pune",Pimple Saudagar,Pune,780.0,2,2,2,Unfurnished,33.0,26000.0
"3 BHK Flat for Rent in Cosmos, Magarpatta, Pune",Magarpatta City,Pune,1480.0,3,3,2,Furnished,41.0,60000.0
"1 BHK Flat for Rent in Sultanpur, New Delhi",Sultanpur,New Delhi,450.0,1,2,0,Unfurnished,20.0,9000.0
"4 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,3370.0,4,4,4,Unfurnished,30.0,100000.0
"3 BHK Flat for Rent in Kunj Vihar Apartment, Sector 12 Dwarka, New Delhi",Sector 12 Dwarka,New Delhi,1800.0,3,3,4,Unfurnished,39.0,70000.0
2 BHK House for Rent in J P Nagar Bangalore,JP Nagar,Bangalore,600.0,2,1,0,Unfurnished,20.0,12000.0
"1 BHK Flat for Rent in Janak Park, Hari Nagar, New Delhi",Janak Park,New Delhi,522.0,1,2,0,Semi-Furnished,30.666666666666668,16000.0
"2 BHK Flat for Rent in Siddhashila Eela, Punawale, Pimpri Chinchwad, Pune",Punawale,Pune,800.0,2,2,2,Unfurnished,30.0,24000.0
"3 BHK Flat for Rent in Indra Darshan Apartment, Andheri West, Mumbai",Andheri West,Mumbai,1100.0,3,3,0,Furnished,127.0,140000.0
2 BHK House for Rent in Sector 14 Dwarka New Delhi,Sector 14 Dwarka,New Delhi,1200.0,2,1,0,Unfurnished,11.0,13000.0
"3 BHK Flat for Rent in Park Titanium, Wakad, Pune",Wakad,Pune,1500.0,3,3,2,Furnished,40.0,60000.0
"3 BHK House for Rent in Singasandra, Hosur Road Bangalore",Singasandra,Bangalore,2600.0,3,3,0,Furnished,29.0,75000.0
"2 BHK Flat for Rent in Katraj, Pune",Katraj,Pune,810.0,2,2,0,Semi-Furnished,15.0,12000.0
"3 BHK Flat for Rent in New Rajendra Nagar, New Delhi",New Rajendra Nagar,New Delhi,1125.0,3,3,0,Semi-Furnished,61.333333333333336,69000.0
"1 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bangalore,650.0,1,1,0,Unfurnished,32.0,21000.0
"3 BHK Flat for Rent in Shubh Gateway, Viman Nagar, Pune",Viman Nagar Central,Pune,1200.0,3,3,3,Unfurnished,50.0,60000.0
"2 BHK Flat for Rent in Megh Malhar Chs, Mulund, Mumbai",Mulund,Mumbai,600.0,2,2,0,Semi-Furnished,81.0,48500.0
"2 BHK Flat for Rent in Nagasandra, Bangalore",Nagasandra,Bangalore,868.0,2,2,0,Semi-Furnished,40.0,35000.0
"3 BHK Flat for Rent in Jasola, New Delhi",Jasola,New Delhi,2000.0,3,3,0,Semi-Furnished,32.0,65000.0
"2 BHK Flat for Rent in Rama Melange Residences, Hinjawadi, Pune",Hinjewadi,Pune,700.0,2,2,0,Furnished,50.0,35000.0
2 BHK House for Rent in Hari Nagar New Delhi,Hari Nagar,New Delhi,1100.0,2,2,0,Furnished,27.0,30000.0
"1 BHK Flat for Rent in Narhe, Pune",Narhe,Pune,450.0,1,1,0,Unfurnished,12.0,5500.0
"5 BHK Flat for Rent in Bannerghatta Main Road, Bangalore",Bannerghatta Road,Bangalore,2000.0,5,5,3,Unfurnished,30.0,60000.0
"2 BHK Flat for Rent in Kalyan Nagar, Bangalore",Kalyan Nagar,Bangalore,765.0,2,1,0,Semi-Furnished,33.0,25000.0
"3 BHK Flat for Rent in Heena Gaurav Jewels, Goregaon East, Mumbai",Goregaon East,Mumbai,1000.0,3,3,0,Unfurnished,62.0,62000.0
2 BHK House for Rent in Bileshivale Bangalore,Bileshivale,Bangalore,1300.0,2,2,0,Semi-Furnished,215.0,280000.0
"2 BHK Flat for Rent in Raheja Vista Premiere, NIBM Annexe Area, Pune",NIBM Annexe,Pune,830.0,2,2,2,Semi-Furnished,36.0,29500.0
1 BHK House for Rent in Khamla Nagpur,Khamla,Nagpur,300.0,1,1,0,Furnished,27.0,8000.0
"2 BHK Flat for Rent in Chhatrapati Shivaji maharaj Park, Shivaji Park, Mumbai",Shivaji Park,Mumbai,650.0,2,2,0,Semi-Furnished,146.0,95000.0
"3 BHK Flat for Rent in MICL Aaradhya High Park, Mira Road Area, Mumbai",Mira Road,Mumbai,961.0,3,3,2,Unfurnished,47.0,45000.0
"1 BHK Flat for Rent in Lajpat Nagar 4, New Delhi",Lajpat Nagar 4,New Delhi,550.0,1,1,0,Furnished,51.0,28000.0
"2 BHK Flat for Rent in Bhageerath, Gokhalenagar, Pune",Bhageerath,Pune,1200.0,2,3,0,Semi-Furnished,21.0,25000.0
1 BHK House for Rent in Jaripatka Nagpur,Jaripatka,Nagpur,700.0,1,1,0,Unfurnished,11.0,8000.0
"3 BHK Flat for Rent in Kalkaji, New Delhi",Kalkaji,New Delhi,1600.0,3,3,2,Furnished,47.0,75000.0
"3 BHK Flat for Rent in Saket, New Delhi",Saket,New Delhi,1700.0,3,3,2,Unfurnished,31.0,52000.0
2 BHK House for Rent in Sitapuri New Delhi,Sitapuri,New Delhi,900.0,2,2,0,Semi-Furnished,17.0,15000.0
"3 BHK Flat for Rent in Kundalahalli, Brookefield, Bangalore",Kundalahalli,Bangalore,1647.0,3,3,2,Semi-Furnished,28.0,46000.0
"4 BHK Flat for Rent in DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road, New Delhi",Sarita Vihar,New Delhi,2100.0,4,4,2,Semi-Furnished,31.0,65000.0
"3 BHK Flat for Rent in DDA Freedom Fighter Enclave, Saket, New Delhi",Saket,New Delhi,2000.0,3,3,2,Furnished,22.0,45000.0
1 BHK House for Rent in Sant Nagar Burari New Delhi,St Nagar Burari,New Delhi,230.0,1,1,0,Semi-Furnished,26.0,6000.0
3 BHK Villa for Rent in Block W 22 South Sainik Farm New Delhi,Block W 22 South Sainik Farm,New Delhi,32400.0,3,4,3,Semi-Furnished,4.666666666666667,150000.0
3 BHK House for Rent in Manish Nagar Nagpur,Manish Nagar,Nagpur,1500.0,3,2,2,Semi-Furnished,15.0,23000.0
"1 BHK Flat for Rent in Hiranandani Gardens Kingston, Powai, Mumbai",Powai,Mumbai,450.0,1,1,0,Furnished,100.0,45000.0
3 BHK House for Rent in Mahavir Enclave Part 1 New Delhi,Mahavir Enclave Part 1,New Delhi,1100.0,3,2,0,Furnished,23.0,25000.0
"2 BHK Flat for Rent in Metro Jazz, Baner, Pune",Baner,Pune,799.0,2,2,2,Furnished,44.0,35000.0
4 BHK House for Rent in Banashankari Bangalore,Banashankari,Bangalore,3500.0,4,4,0,Semi-Furnished,23.0,80000.0
"1 BHK Flat for Rent in Saket, New Delhi",Saket,New Delhi,300.0,1,1,0,Furnished,58.0,17500.0
"1 BHK Flat for Rent in Madhu Vihar Patparganj, New Delhi",Madhu Vihar Patparganj,New Delhi,550.0,1,1,0,Unfurnished,21.0,11500.0
"1 BHK Flat for Rent in Sarvapriya Vihar, New Delhi",Sarvapriya Vihar,New Delhi,900.0,1,1,0,Unfurnished,61.0,55000.0
2 BHK House for Rent in Mandawali New Delhi,Mandawali,New Delhi,600.0,2,1,0,Unfurnished,15.0,9000.0
"4 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,2555.0,4,5,2,Unfurnished,41.0,110000.0
1 BHK House for Rent in Konanakunte Bangalore,Konanakunte,Bangalore,600.0,1,1,0,Semi-Furnished,25.0,15000.0
"3 BHK Flat for Rent in Manorayana Palya, Bangalore",Manorayana Palya,Bangalore,1370.0,3,2,0,Furnished,16.0,22000.0
"2 BHK Flat for Rent in NIBM Road, Pune",NIBM Road,Pune,725.0,2,2,0,Semi-Furnished,22.0,16000.0
1 BHK House for Rent in Anand Nagar Pune,Anand Nagar,Pune,600.0,1,1,0,Unfurnished,17.0,10000.0
"4 BHK Flat for Rent in DDA Housing Project Vasant Kunj, Vasant Kunj, New Delhi",Vasant Kunj,New Delhi,2000.0,4,4,3,Semi-Furnished,43.0,85000.0
"2 BHK Flat for Rent in Ensaara Metropark, Pipla, Nagpur",Pipla,Nagpur,550.0,2,2,0,Unfurnished,22.0,12000.0
"3 BHK Flat for Rent in Kunal Aspiree, Balewadi, Pune",Balewadi,Pune,1270.0,3,3,3,Unfurnished,34.0,43000.0
1 BHK House for Rent in Ramamurthy Nagar Bangalore,Ramamurthy Nagar,Bangalore,400.0,1,1,0,Furnished,10.0,4000.0
"4 BHK Flat for Rent in Insignia, Bandra East, Mumbai",Bandra East,Mumbai,1650.0,4,3,0,Semi-Furnished,112.0,190000.0
3 BHK House for Rent in Sai Baba Mandir Road New Delhi,Sai Baba Mandir Road,New Delhi,1900.0,3,2,2,Semi-Furnished,8.0,15000.0
2 BHK House for Rent in Tindlu Bangalore,Thindlu,Bangalore,680.0,2,2,0,Semi-Furnished,22.0,15000.0
"3 BHK Flat for Rent in Pandey Layout, Nagpur",Pandey Layout,Nagpur,1380.0,3,3,4,Unfurnished,22.0,30000.0
"3 BHK Flat for Rent in Kolte Patil 24K Glitterati, Pimple Nilakh, Pimpri Chinchwad, Pune",Pimple Nilakh,Pune,1600.0,3,3,2,Semi-Furnished,44.0,70000.0
"1 BHK Flat for Rent in Sector 2 HSR Layout, Bangalore",Sector 2 HSR Layout,Bangalore,650.0,1,1,0,Unfurnished,40.0,26000.0
3 BHK Villa for Rent in Aya Nagar New Delhi,Aya Nagar,New Delhi,963.0,3,3,0,Unfurnished,21.0,20000.0
2 BHK House for Rent in Basaveshwar Nagar Bangalore,Basaveshwar Nagar,Bangalore,1350.0,2,2,0,Unfurnished,19.0,26000.0
2 BHK House for Rent in Kammasandra Electronic City Bangalore,Kammasandra,Bangalore,600.0,2,1,0,Semi-Furnished,13.0,8000.0
"2 BHK Flat for Rent in Alag Bella, Mulund, Mumbai",Mulund,Mumbai,676.0,2,2,0,Furnished,59.0,40000.0
"2 BHK Flat for Rent in Suryalok Nagari, Hadapsar, Pune",Suryalok Nagari,Pune,740.0,2,1,0,Semi-Furnished,17.0,12500.0
2 BHK House for Rent in Mahadevapura Bangalore,Mahadevapura,Bangalore,800.0,2,2,0,Semi-Furnished,31.0,25000.0
"3 BHK Flat for Rent in Mahindra Bloomdale Building 6, Mihan, Nagpur",Mihan,Nagpur,1280.0,3,2,2,Furnished,23.0,30000.0
"1 BHK Flat for Rent in Dahanukarwadi, Dahanukar Wadi, Mumbai",Dahanukar Wadi,Mumbai,276.0,1,1,0,Unfurnished,72.0,20000.0
"2 BHK Flat for Rent in Hubtown Sunstone, Bandra East, Mumbai",Bandra East,Mumbai,837.0,2,2,3,Semi-Furnished,119.0,100000.0
"3 BHK Flat for Rent in Laxmi Nagar, New Delhi",Laxmi Nagar,New Delhi,900.0,3,2,2,Semi-Furnished,24.0,22000.0
"2 BHK Flat for Rent in Shiv Kailasa, Mihan, Nagpur",Mihan,Nagpur,1266.0,2,2,0,Semi-Furnished,14.0,18000.0
"2 BHK Flat for Rent in Pristine Prolife, Wakad, Pune",Wakad,Pune,1150.0,2,2,3,Unfurnished,24.0,28000.0
"3 BHK Flat for Rent in Sapphire Heights, Kandivali East, Mumbai",Kandivali East,Mumbai,1250.0,3,2,0,Semi-Furnished,43.0,54000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,125.0,2,2,2,Furnished,336.0,42000.0
"2 BHK Flat for Rent in Kolte-Patil Life Republic Oro Avenue, Hinjawadi, Pune",Hinjewadi,Pune,700.0,2,2,0,Unfurnished,30.0,21000.0
"2 BHK Flat for Rent in Ramamurthy Nagar, Bangalore",Ramamurthy Nagar,Bangalore,850.0,2,2,0,Furnished,24.0,20000.0
"2 BHK House for Rent in Kadugondanahalli, Kadugondanahalli Bangalore",Kadugondanahalli,Bangalore,600.0,2,1,0,Unfurnished,17.0,10000.0
"2 BHK Flat for Rent in Shiv Kailasa, Mihan, Nagpur",Mihan,Nagpur,1350.0,2,3,0,Unfurnished,21.0,28000.0
"2 BHK Flat for Rent in Dhanori, Pune",Dhanori,Pune,850.0,2,1,0,Furnished,29.0,25000.0
"1 BHK Flat for Rent in Dwarka, New Delhi",Dwarka,New Delhi,850.0,1,1,0,Furnished,21.0,18000.0
"4 BHK Flat for Rent in Kariyammana Agrahara, Bellandur, Bangalore",Kariyammana Agrahara,Bangalore,4010.0,4,6,5,Semi-Furnished,38.0,150000.0
1 BHK House for Rent in Vitthal Nagar Nagpur,Vitthal Nagar,Nagpur,1100.0,1,1,0,Unfurnished,6.0,6500.0
"4 BHK Flat for Rent in Kanakapura Road, Bangalore",Kanakapura Road,Bangalore,1900.0,4,5,2,Unfurnished,45.0,85000.0
"2 BHK Flat for Rent in Pocket 5 Sector 22 Rohini, New Delhi",Pocket 5 Sector 22 Rohini,New Delhi,6.0,2,2,2,Furnished,28.0,18000.0
"4 BHK House for Rent in Rishi Apartment, Rohini New Delhi",Rohini,New Delhi,1800.0,4,2,2,Unfurnished,17.0,30000.0
"2 BHK Flat for Rent in Kolte Patil Life Republic, Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi, Pune",Hinjewadi Rajiv Gandhi Infotech Park,Pune,813.0,2,2,2,Unfurnished,28.0,23000.0
1 BHK House for Rent in Hadapsar Pune,Hadapsar,Pune,450.0,1,1,0,Unfurnished,13.0,6000.0
1 BHK House for Rent in Munnekollal Bangalore,Munnekollal,Bangalore,500.0,1,1,0,Unfurnished,36.0,18000.0
"2 BHK Flat for Rent in RWA South Extension 2, South Extension 2, New Delhi",South Extension 2,New Delhi,2200.0,2,3,4,Semi-Furnished,33.0,72000.0
"1 BHK Flat for Rent in Koramangala, Bangalore",Koramangala,Bangalore,475.0,1,1,0,Semi-Furnished,42.0,20000.0
"2 BHK Flat for Rent in Shraddha Vertica, Tagore Nagar, Mumbai",Tagore Nagar,Mumbai,710.0,2,2,2,Semi-Furnished,56.0,40000.0
"2 BHK Flat for Rent in Gorewada, Nagpur",Gorewada,Nagpur,1100.0,2,2,0,Unfurnished,11.0,12000.0
2 BHK House for Rent in Baner Pune,Baner,Pune,1200.0,2,1,0,Semi-Furnished,22.0,26000.0
"2 BHK Flat for Rent in Block B West Patel Nagar, New Delhi",Block B West Patel Nagar,New Delhi,680.0,2,1,0,Furnished,34.0,23000.0
"2 BHK Flat for Rent in Sunteck City Avenue II, Goregaon West, Mumbai",Goregaon West,Mumbai,850.0,2,3,3,Furnished,112.0,95000.0
"3 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1500.0,3,3,2,Furnished,47.0,70000.0
"2 BHK Flat for Rent in Ejipura, Bangalore",Ejipura,Bangalore,1100.0,2,2,0,Furnished,29.0,32000.0
1 BHK House for Rent in Dwarka Mor New Delhi,Dwarka Mor,New Delhi,450.0,1,1,0,Semi-Furnished,20.0,9000.0
"2 BHK Flat for Rent in Prozone Palms, Wardha Road, Nagpur",Wardha Road,Nagpur,753.0,2,2,2,Semi-Furnished,33.0,25000.0
"4 BHK Flat for Rent in Safdarjung Enclave, New Delhi",Safdarjung Enclave,New Delhi,2430.0,4,4,2,Semi-Furnished,45.0,110000.0
"3 BHK Flat for Rent in Lodha Bel Air, Jogeshwari West, Mumbai",Jogeshwari West,Mumbai,850.0,3,3,2,Unfurnished,100.0,85000.0
"3 BHK Flat for Rent in Nagasandra, Bangalore",Nagasandra,Bangalore,1187.0,3,3,2,Unfurnished,35.0,42000.0
"2 BHK Flat for Rent in Manjari Road, Pune",Manjari Road,Pune,1300.0,2,2,0,Semi-Furnished,14.0,18000.0
3 BHK House for Rent in Kalyani Nagar Pune,Kalyani Nagar,Pune,1580.0,3,3,2,Unfurnished,35.0,55000.0
"1 BHK Flat for Rent in Vakratund Apartment, Raje Sambhaji Nagar, Mumbai",Raje Sambhaji Nagar,Mumbai,250.0,1,1,0,Semi-Furnished,80.0,20000.0
"1 BHK Flat for Rent in Dr Ambedkar Colony, Chattarpur, New Delhi",Chhattarpur,New Delhi,450.0,1,1,0,Unfurnished,33.0,15000.0
"2 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,1148.0,2,2,0,Semi-Furnished,314.0,360000.0
"2 BHK Flat for Rent in Phursungi IT Park, SP Infocity, Pune",Phursungi IT Park,Pune,1000.0,2,2,0,Semi-Furnished,15.0,15000.0
"1 BHK Flat for Rent in Hema Park, Bhandup East, Mumbai",Bhandup East,Mumbai,500.0,1,1,0,Semi-Furnished,60.0,30000.0
"1 BHK Flat for Rent in Sukhanand Complex, Hadapsar, Pune",Hadapsar,Pune,550.0,1,1,0,Semi-Furnished,20.0,11000.0
